glenbrook	41/-88	0.7333333333333333	1.1340241058542766
conway	35/-93	0.5733333333333334	0.8169348293403532
time	40/-74	0.03940010167768175	0.46202370768745343
rose	34/-119	0.06757990867579909	0.5183093961813081
bouta	38/-78	0.07894736842105263	0.5455158369246741
suprise	40/-75	0.15384615384615385	0.7189981100088823
order…	38/-93	0.1	0.6798977136230827
whatever	34/-119	0.03882476390346275	0.45550278161960217
bumble	34/-119	0.13043478260869565	0.6991169529473404
click	42/-72	0.023864263380540738	0.4050076160569489
girl	29/-96	0.03597365309913866	0.4512183005974514
chicken	40/-74	0.050518134715025906	0.49098764046783183
unique	40/-74	0.05732484076433121	0.505590119513208
grigio	29/-96	0.2	0.9242623817523842
il	41/-88	0.38612321095208463	0.7328387609963687
mad	40/-74	0.041003184713375794	0.46791170693176737
hubris	43/-73	0.2727272727272727	0.899748688188422
nous	46/-72	0.4177215189873418	0.863741451998027
hopkinsville	36/-88	0.5384615384615384	1.1561405886757976
plummeted	36/-122	0.5	1.1812734741633213
baroque	42/-76	0.3333333333333333	1.0798242324790042
guyssss	42/-72	0.14285714285714285	0.8458214518652052
houston	29/-96	0.8576530612244898	0.8182066294064744
characters	40/-74	0.05855855855855856	0.5094336650197511
contemporary	36/-116	0.3225806451612903	0.8109845374807602
westco	39/-95	0.5	1.08951963443386
gz	35/-107	0.3333333333333333	1.070926221074466
uva	38/-79	0.22764227642276422	0.674711961637712
intention	34/-119	0.0975609756097561	0.5956848832554257
sick	29/-96	0.03194321206743567	0.43882762989130575
richards'	40/-75	0.5	1.211680928746014
broomall	39/-76	0.9090909090909091	1.3200793527878807
taking	40/-74	0.038525963149078725	0.45849683722526163
hali	29/-91	0.6666666666666666	1.141265229762622
wolf	35/-106	0.10596026490066225	0.5717071081115921
itsfleric	44/-94	0.5	1.1928486217427599
chunky	37/-123	0.19047619047619047	0.7939262652181096
maureen	38/-77	0.3333333333333333	1.078141691052108
fit	40/-74	0.025700299156921402	0.41797691431405015
outlets	41/-88	0.10858585858585859	0.5774909093323518
inte…	34/-119	0.13333333333333333	0.7551792666109514
tattoo	34/-119	0.056218057921635436	0.4968703227950141
pittsburgh	40/-80	0.4195323246217332	0.7416235586520596
sweaty	34/-119	0.10810810810810811	0.6400081498028354
winona	33/-90	0.825	0.9633354123843636
meal	41/-88	0.034904013961605584	0.4536064151792933
idiot	40/-74	0.059113300492610835	0.5096919986825548
produced	40/-74	0.07777777777777778	0.5435394865022858
flops	40/-74	0.07894736842105263	0.5943928863492045
altstadtbrewery	30/-97	0.6666666666666666	1.2711169581743322
pepa	32/-84	0.5555555555555556	1.0577740257068975
lew	40/-75	0.25	0.998240876203404
survivants	46/-72	0.6666666666666666	1.2494042247035109
burial	40/-74	0.3333333333333333	1.0194272444798134
dramatic	29/-96	0.04568527918781726	0.47663388848150284
leftover	40/-74	0.05545286506469501	0.5010405878872197
beefing	29/-96	0.10144927536231885	0.5805498667051365
money	40/-74	0.04190434401053093	0.4715295000693712
lascruces	32/-107	0.7941176470588235	1.2833320485557864
like	40/-74	0.03728075994374718	0.45742692027383686
moans	39/-90	0.25	0.9829961743330232
sharing	43/-80	0.08189655172413793	0.547899196829845
sore	34/-119	0.05555555555555555	0.49921158961747863
men’s	40/-74	0.11428571428571428	0.5824986141033551
freedom	40/-74	0.09352517985611511	0.5626247521640463
los	34/-119	0.2418745275888133	0.6666454941392825
job	40/-74	0.023916007635669485	0.4085156245562047
done	40/-74	0.03311661926046323	0.44497953850679245
mileage	41/-78	0.125	0.735119795616546
makeup	34/-119	0.040100250626566414	0.46137949910941906
gamecocknation	34/-83	0.16666666666666666	0.9043455621830572
lmfao	29/-96	0.05140845070422535	0.49285244670136524
“now	41/-88	0.10344827586206896	0.6574886823780719
l’hiver	46/-72	0.5	1.241156507954113
fuego	25/-101	0.10869565217391304	0.6053358959518274
forked	34/-119	0.3333333333333333	1.010394388801309
san	37/-123	0.28641304347826085	0.6841072144123396
turkey	40/-74	0.0499151103565365	0.4880039216055058
osceola	34/-93	0.4090909090909091	0.9409648496387659
pp	45/-123	0.7969052224371374	0.7942695851229797
décembre	45/-74	0.625	1.1455360648826334
driver	40/-74	0.022222222222222223	0.3990964536049672
butter	40/-74	0.046762589928057555	0.4843844376681239
holi…	29/-83	0.16666666666666666	0.877970253273567
president	40/-74	0.05029296875	0.49259614254702
proven	40/-74	0.0594059405940594	0.5115731860368122
tennessee	35/-86	0.2360248447204969	0.6770828063260904
driving	31/-101	0.025689819219790674	0.41422275262320635
amp	40/-74	0.043418554868936546	0.47593177604334946
mbs	40/-74	0.1875	0.8270651276701034
eliza	38/-80	0.3333333333333333	0.8892971584506142
bonded	29/-99	0.16666666666666666	0.8010589457355796
museum	40/-74	0.16766467065868262	0.6287222228934765
samharveyuk	38/-86	0.6666666666666666	1.2568277113602424
legends	40/-74	0.0782608695652174	0.5418603582053654
benefit	40/-74	0.050724637681159424	0.49245825125607345
will…	38/-78	0.04964539007092199	0.49254047603193396
dogsoftwitter	47/-123	0.125	0.6705769658553857
hof	40/-75	0.07017543859649122	0.5600647678877677
monument	39/-87	0.24390243902439024	0.7469322575581552
